stratum,metric,mean_difference,ci95_low,ci95_high,probability_difference_gt_zero,replicates
offline_crop,macro_f1,-0.008595683627592395,-0.038809581509814346,0.021668598099770113,0.2774,5000
offline_crop,balanced_accuracy,-0.0009534378877987138,-0.02978304065224277,0.02685419833651647,0.483,5000
offline_crop,mcc,-0.015609779779149369,-0.0456326025187654,0.0149943842352371,0.1428,5000
offline_crop,worst_class_recall,-0.00703602670627952,-0.125,0.11111548556430445,0.38,5000
offline_crop,mel_precision,-0.02061961030129886,-0.07283188308900422,0.030323413277630246,0.2096,5000
offline_crop,mel_recall,0.012043663002491121,-0.05432350718065008,0.07828654188948302,0.6368,5000
offline_crop,mel_f1,-0.015402190643914102,-0.06582757839303166,0.03567766708359818,0.26,5000
