stratum,metric,mean_difference,ci95_low,ci95_high,probability_difference_gt_zero,replicates
img2img_strength05,macro_f1,-0.02511428452643041,-0.05856459553470844,0.004131743193830573,0.0458,5000
img2img_strength05,balanced_accuracy,-0.022622236167637103,-0.05115924423260213,0.003176996886387502,0.0438,5000
img2img_strength05,mcc,-0.02882563143343026,-0.05783102209143384,-0.00038031598384535875,0.024,5000
img2img_strength05,worst_class_recall,-0.06456697213544493,-0.2222222222222222,0.028701483704287323,0.0808,5000
img2img_strength05,mel_precision,-0.03763203151817478,-0.08700604706831347,0.013963242357560844,0.0748,5000
img2img_strength05,mel_recall,0.02359796563765678,-0.03604325479325479,0.087524976552624,0.7716,5000
img2img_strength05,mel_f1,-0.027301834297425262,-0.07612984937832513,0.02480796339944578,0.1376,5000
